ROAD_ELEMENT_ID,STREET_BODY_NAME,STREET_TYPE_SUFFIX,DIRECTION_SUFFIX,STREET_CP,FROM_STREET,TO_STREET,PLOW_ROUTE,F_ADDR_L,T_ADDR_L,F_ADDR_R,T_ADDR_R,F_ADDR_L_911,T_ADDR_L_911,F_ADDR_R_911,T_ADDR_R_911,NO_OF_LANE,GIS_CLASS,JURISDICTION,RIGHT_SIDE_PARITY,TRAFFIC_FLOW,STATUS,MUNICIPALITY,RIGHT_MUNICIPALITY,LEFT_MUNICIPALITY,ROAD_LEVEL,STREET_TYPE_SHORT,MAP_LABEL,GeoJSON,geo_point_2d
1383,DIVISION,ST,,DIVISION ST,UNION ST,CLERGY ST W,5A,28,28,19,19,18,28,19,21,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4929607, 44.2277405], [-76.493041, 44.228924]], ""type"": ""LineString""}","44.22833225, -76.49300085"
1384,DIVISION,ST,,DIVISION ST,HAMILTON ST,MAIN ST,1A,300,326,297,329,298,326,297,329,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4940162, 44.2372591], [-76.4941243, 44.2378147]], ""type"": ""LineString""}","44.2375369, -76.49407025"
1391,DIVISION,ST,,DIVISION ST,QUEEN ST,COLBORNE ST,1A,208,210,209,221,208,218,209,221,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4932192, 44.2341488], [-76.4934034, 44.2348874]], ""type"": ""LineString""}","44.2345181, -76.4933113"
1399,DIVISION,ST,,DIVISION ST,JOSEPH ST,FRASER ST,1A,540,568,541,563,540,568,541,563,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4953596, 44.2446344], [-76.4954995, 44.2456229]], ""type"": ""LineString""}","44.24512865, -76.49542955"
1417,DIVISION,ST,,DIVISION ST,ADELAIDE ST,STEPHEN ST,1A,434,448,425,451,434,448,425,451,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Division St,"{""coordinates"": [[-76.4947161, 44.2408467], [-76.4949013, 44.2415941], [-76.494952, 44.2418461]], ""type"": ""LineString""}","44.2413454642706, -76.49483822037365"
100,DANE,RD,,DANE RD,HWY 15,NORTHERLY END,P,,,,,2775,2797,2776,2798,1,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Dane Rd,"{""coordinates"": [[-76.4001404, 44.3196199], [-76.4003626, 44.3197005], [-76.4008624, 44.3196477], [-76.4018238, 44.319545], [-76.4023939, 44.319478], [-76.4025878, 44.3194626], [-76.402783, 44.3194602], [-76.4028347, 44.3194715]], ""type"": ""LineString""}","44.31957713719544, -76.40148165322121"
3597,MONA,DR,,MONA DR,HILLVIEW RD,HIGH GATE PARK DR,33B,679,685,684,692,679,697,684,698,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Mona Dr,"{""coordinates"": [[-76.6026293, 44.2442628], [-76.6025745, 44.2443417], [-76.6025654, 44.2443546], [-76.6025571, 44.2443677], [-76.6025493, 44.2443811], [-76.6025422, 44.2443946], [-76.6025358, 44.2444083], [-76.6025301, 44.2444221], [-76.602525, 44.2444361], [-76.6025206, 44.2444502], [-76.6025169, 44.2444644], [-76.6025139, 44.2444787], [-76.6025116, 44.2444931], [-76.60251, 44.2445075], [-76.6025091, 44.2445219], [-76.602509, 44.2445364], [-76.6025095, 44.2445508], [-76.6025101, 44.2447031], [-76.6025469, 44.2451574]], ""type"": ""LineString""}","44.244697924647404, -76.60253333476697"
3019,SHERIDAN,ST,,SHERIDAN ST,EASTERLY END,ANDERSEN DR,6R,101,121,100,120,101,121,100,120,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Sheridan St,"{""coordinates"": [[-76.5475679, 44.2608525], [-76.5478666, 44.2607629], [-76.5489837, 44.2607416]], ""type"": ""LineString""}","44.26076434950379, -76.54827068221408"
3598,MONA,DR,,MONA DR,DUNHAM ST,ROCKWOOD DR,32B,953,957,954,958,921,957,922,958,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Mona Dr,"{""coordinates"": [[-76.6044574, 44.2532859], [-76.6054119, 44.2532468], [-76.6054444, 44.2532469], [-76.6054769, 44.2532478], [-76.6055094, 44.2532495], [-76.6055417, 44.253252], [-76.6055739, 44.2532553], [-76.605606, 44.2532593], [-76.6056378, 44.2532642], [-76.6056694, 44.2532698], [-76.6057007, 44.2532762], [-76.6057317, 44.2532833], [-76.6057623, 44.2532912], [-76.6057925, 44.2532999], [-76.6058223, 44.2533093], [-76.6058517, 44.2533194], [-76.6058805, 44.2533302], [-76.6059088, 44.2533417], [-76.6059366, 44.2533539], [-76.6059637, 44.2533668], [-76.6059903, 44.2533803], [-76.6060161, 44.2533945], [-76.6060413, 44.2534093], [-76.6060658, 44.2534247], [-76.6060895, 44.2534407], [-76.6061125, 44.2534573], [-76.6061347, 44.2534744], [-76.606156, 44.2534921], [-76.6061765, 44.2535102], [-76.6061961, 44.2535289], [-76.6062148, 44.253548]], ""type"": ""LineString""}","44.25330345154743, -76.60536641474461"
2128,ROOSEVELT,DR,,ROOSEVELT DR,BERNICE DR,VISTA DR,8B,523,531,518,538,517,531,518,538,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Roosevelt Dr,"{""coordinates"": [[-76.5825759, 44.2343167], [-76.5828205, 44.2343627], [-76.5828366, 44.2343653], [-76.5828527, 44.2343674], [-76.582869, 44.2343692], [-76.5828853, 44.2343705], [-76.5829017, 44.2343714], [-76.5829181, 44.2343719], [-76.5829346, 44.234372], [-76.582951, 44.2343717], [-76.5829674, 44.2343709], [-76.5829838, 44.2343698], [-76.5835299, 44.2343437], [-76.5835576, 44.2343427], [-76.5835852, 44.2343423], [-76.5836129, 44.2343427], [-76.5836406, 44.2343437], [-76.5836681, 44.2343454], [-76.5836956, 44.2343478], [-76.583723, 44.2343508], [-76.5837502, 44.2343546], [-76.5838854, 44.2343787]], ""type"": ""LineString""}","44.234354291448234, -76.58322993899974"
792,COUNTRY CLUB,DR,,COUNTRY CLUB DR,OLD OAK RD,NORTHERLY END,5R,216,224,,,216,230,215,229,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Country Club Dr,"{""coordinates"": [[-76.532945, 44.2276994], [-76.5330555, 44.2281161]], ""type"": ""LineString""}","44.22790775, -76.53300025"
1939,SUNNY ACRES,RD,,SUNNY ACRES RD,DALE ST,KEYES ST,34R,,,67,73,62,74,63,73,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Sunny Acres Rd,"{""coordinates"": [[-76.5637325, 44.2122731], [-76.5636175, 44.2110825]], ""type"": ""LineString""}","44.211677800000004, -76.563675"
2459,BYRON,CRES,,BYRON CRES,HERCHMER CRES,MICHAEL GRASS CRES,3R,54,60,51,51,54,60,33,51,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Byron Cres,"{""coordinates"": [[-76.5200389, 44.2334118], [-76.5198668, 44.2336195], [-76.5198581, 44.2336313], [-76.51985, 44.2336434], [-76.5198425, 44.2336556], [-76.5198355, 44.233668], [-76.5198292, 44.2336805], [-76.5198234, 44.2336932], [-76.5198182, 44.2337061], [-76.5198137, 44.233719], [-76.5198098, 44.2337321], [-76.5198064, 44.2337452], [-76.5198037, 44.2337585], [-76.5198017, 44.2337718], [-76.5198002, 44.2337851], [-76.5197994, 44.2337984], [-76.5197992, 44.2338118], [-76.519815, 44.234124]], ""type"": ""LineString""}","44.233746206430475, -76.51986085194207"
58,FLANDERS,PL,,FLANDERS PL,LUNDY'S LANE,NORTHERLY END,9C-ST,2,6,1,7,2,6,1,7,2,LOCAL,FEDERAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,PL,Flanders Pl,"{""coordinates"": [[-76.454318, 44.2335844], [-76.4551744, 44.2339485]], ""type"": ""LineString""}","44.23376645, -76.4547462"
155,FERNMOOR,DR,,FERNMOOR DR,SHAMA CRT,CENTENNIAL DR,11R,641,665,,,641,665,638,664,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Fernmoor Dr,"{""coordinates"": [[-76.5502422, 44.2438155], [-76.5502698, 44.2442356], [-76.5502713, 44.2442392], [-76.5502727, 44.2442428], [-76.5502739, 44.2442465], [-76.5502749, 44.2442502], [-76.5502758, 44.2442539], [-76.5502765, 44.2442576], [-76.550277, 44.2442614], [-76.5502773, 44.2442652], [-76.5502774, 44.2442689], [-76.5502774, 44.2442727], [-76.5502772, 44.2442765], [-76.5502768, 44.2442802], [-76.5502762, 44.244284], [-76.5502754, 44.2442877], [-76.5502745, 44.2442914], [-76.5502734, 44.2442951], [-76.5502721, 44.2442988], [-76.5502707, 44.2443024], [-76.5502691, 44.244306], [-76.5502673, 44.2443095], [-76.5502653, 44.244313], [-76.5502632, 44.2443165], [-76.5502609, 44.2443199], [-76.5502584, 44.2443232], [-76.5502558, 44.2443265], [-76.5502531, 44.2443297], [-76.5502502, 44.2443328], [-76.5502471, 44.2443359], [-76.5502439, 44.2443389], [-76.5502406, 44.2443418], [-76.5502371, 44.2443446], [-76.5502335, 44.2443473], [-76.5502297, 44.24435], [-76.5502259, 44.2443525], [-76.5502219, 44.244355], [-76.5502178, 44.2443574], [-76.5502136, 44.2443596], [-76.5502093, 44.2443618], [-76.5502049, 44.2443638], [-76.5502004, 44.2443657], [-76.5501958, 44.2443676], [-76.5501911, 44.2443693], [-76.5501864, 44.2443709], [-76.5501815, 44.2443723], [-76.5501766, 44.2443737], [-76.5501717, 44.2443749], [-76.5501667, 44.244376], [-76.5501616, 44.244377], [-76.5501565, 44.2443779], [-76.5501514, 44.2443786], [-76.5501462, 44.2443792], [-76.550141, 44.2443797], [-76.5501358, 44.2443801], [-76.5501305, 44.2443803], [-76.5501253, 44.2443804], [-76.55012, 44.2443804], [-76.5501148, 44.2443802], [-76.5501096, 44.2443799], [-76.5501044, 44.2443795], [-76.5500992, 44.244379], [-76.5491784, 44.2444005], [-76.549161, 44.2444015], [-76.5491436, 44.2444021], [-76.5491261, 44.2444023], [-76.5491087, 44.244402], [-76.5490913, 44.2444014], [-76.5490739, 44.2444003], [-76.5490566, 44.2443988], [-76.5490393, 44.2443969], [-76.5490222, 44.2443946], [-76.5490052, 44.2443919], [-76.5489403, 44.2443845]], ""type"": ""LineString""}","44.244299834579714, -76.54978800520476"
626,QUEENSTON,HTS,,QUEENSTON HTS,CHATEAUGUAY PK,NIAGARA PARK DR,8C-R,14,14,13,13,14,28,13,29,2,LOCAL,FEDERAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,HT,Queenston Hts,"{""coordinates"": [[-76.4506565, 44.2362751], [-76.4519616, 44.2351281]], ""type"": ""LineString""}","44.2357016, -76.45130904999999"
2237,AVONDALE,CRES,,AVONDALE CRES,BAXTER AVE,SPROULE ST,35R,1425,1461,1422,1456,1425,1461,1422,1456,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Avondale Cres,"{""coordinates"": [[-76.621642, 44.2664881], [-76.6223865, 44.266597], [-76.6227924, 44.2666679], [-76.6228082, 44.2666729], [-76.6228233, 44.2666788], [-76.6228377, 44.2666856], [-76.6228511, 44.2666933], [-76.6228636, 44.2667018], [-76.622875, 44.2667111], [-76.6228852, 44.266721], [-76.6228941, 44.2667316], [-76.6229018, 44.2667427], [-76.6229081, 44.2667542], [-76.622913, 44.2667661], [-76.6229164, 44.2667782], [-76.6229183, 44.2667906], [-76.6229187, 44.266803], [-76.6229206, 44.2682758]], ""type"": ""LineString""}","44.26708583907693, -76.62262810612478"
3336,MCMICHAEL,ST,,MCMICHAEL ST,GLENGARRY RD,STORMONT AVE,4R,154,180,155,177,154,182,155,183,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,McMichael St,"{""coordinates"": [[-76.5255402, 44.2526965], [-76.5255743, 44.2530712], [-76.5255771, 44.253087], [-76.5255806, 44.2531027], [-76.5255848, 44.2531183], [-76.5255898, 44.2531338], [-76.5255955, 44.2531492], [-76.5256019, 44.2531644], [-76.5256091, 44.2531794], [-76.5256169, 44.2531943], [-76.5256255, 44.253209], [-76.5256347, 44.2532234], [-76.5256447, 44.2532376], [-76.5256552, 44.2532516], [-76.5256665, 44.2532653], [-76.5256784, 44.2532787], [-76.5256909, 44.2532918], [-76.525704, 44.2533046], [-76.5257177, 44.2533171], [-76.525732, 44.2533292], [-76.5257469, 44.253341], [-76.5257623, 44.2533524], [-76.5257783, 44.2533634], [-76.5257947, 44.253374], [-76.5258117, 44.2533842], [-76.5258291, 44.253394], [-76.525847, 44.2534034], [-76.5258653, 44.2534123], [-76.525884, 44.2534208], [-76.5259031, 44.2534288], [-76.5262719, 44.2535977]], ""type"": ""LineString""}","44.253236851533515, -76.52578286555355"
1089,HUDSON,DR,,HUDSON DR,MAYFAIR CRES,MAYFAIR CRES,33B,963,971,962,976,963,971,962,976,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Hudson Dr,"{""coordinates"": [[-76.5860925, 44.2441632], [-76.586125, 44.2441875], [-76.5861586, 44.2442111], [-76.5861933, 44.2442337], [-76.5862292, 44.2442555], [-76.5862661, 44.2442764], [-76.5863039, 44.2442963], [-76.5863428, 44.2443152], [-76.5874211, 44.2448222]], ""type"": ""LineString""}","44.24450448644921, -76.58675014185776"
287,SADIE,AVE,,SADIE AVE,ENTRETIEN AVE,APPRENTICE ST,8C-R,,,,,12,14,11,13,2,LOCAL,FEDERAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Sadie Ave,"{""coordinates"": [[-76.4562077, 44.2463064], [-76.4561405, 44.2463263], [-76.4560723, 44.2463447], [-76.4560034, 44.2463614], [-76.4559338, 44.2463765], [-76.4558635, 44.24639], [-76.4557927, 44.2464018], [-76.4557213, 44.246412], [-76.4556496, 44.2464204], [-76.4555775, 44.2464272], [-76.4555051, 44.2464324], [-76.4554325, 44.2464358], [-76.4553598, 44.2464375], [-76.4553508, 44.2464373], [-76.4553418, 44.246437], [-76.4553328, 44.2464364], [-76.4553239, 44.2464356], [-76.455315, 44.2464346], [-76.4553062, 44.2464334]], ""type"": ""LineString""}","44.246394736841985, -76.45576019826146"
18096,GORE,RD,,GORE RD,FIELDSTONE DR,EASTERLY END,,360,550,367,811,360,820,347,819,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Gore Rd,"{""coordinates"": [[-76.4464023, 44.2604345], [-76.4441522, 44.2606286], [-76.4394299, 44.2610605], [-76.4394137, 44.2610613], [-76.4393975, 44.2610624], [-76.4393814, 44.261064], [-76.4393654, 44.261066], [-76.4393495, 44.2610683], [-76.4393337, 44.2610711], [-76.4393181, 44.2610743], [-76.4393026, 44.2610778], [-76.4392873, 44.2610817], [-76.4392722, 44.261086], [-76.4392573, 44.2610907], [-76.4392426, 44.2610958], [-76.4392282, 44.2611012], [-76.4392141, 44.2611069], [-76.4392002, 44.261113], [-76.4391867, 44.2611195], [-76.4391735, 44.2611263], [-76.4391606, 44.2611334], [-76.4391481, 44.2611408], [-76.4391359, 44.2611486], [-76.4391241, 44.2611566], [-76.4391127, 44.2611649], [-76.4391017, 44.2611735], [-76.4390911, 44.2611824], [-76.439081, 44.2611915], [-76.4390713, 44.2612009], [-76.4390621, 44.2612105], [-76.4390534, 44.2612204], [-76.4390451, 44.2612304], [-76.4390373, 44.2612407], [-76.43903, 44.2612511], [-76.4388825, 44.2614926], [-76.4382967, 44.2625447], [-76.4380643, 44.2629466], [-76.4379313, 44.2631875], [-76.4377868, 44.2634249], [-76.4376309, 44.2636586], [-76.4374639, 44.2638883], [-76.4372859, 44.2641137], [-76.4370972, 44.2643345], [-76.4367307, 44.2647822], [-76.4361285, 44.2655141], [-76.4346145, 44.2674038], [-76.4335722, 44.2686952], [-76.4320808, 44.2705529], [-76.430672, 44.2723051], [-76.43066, 44.2723191], [-76.4306474, 44.2723329], [-76.4306342, 44.2723463], [-76.4306204, 44.2723594], [-76.4306059, 44.2723721], [-76.4305909, 44.2723845], [-76.4305753, 44.2723965], [-76.4305591, 44.2724081], [-76.4305424, 44.2724194], [-76.4305252, 44.2724302], [-76.4305075, 44.2724406], [-76.4304893, 44.2724505], [-76.4304706, 44.27246], [-76.4304515, 44.2724691], [-76.430432, 44.2724777], [-76.4304121, 44.2724858], [-76.4303918, 44.2724934], [-76.4303712, 44.2725005], [-76.4303503, 44.2725071], [-76.430329, 44.2725132], [-76.4303075, 44.2725188], [-76.4302858, 44.2725239], [-76.4302638, 44.2725284], [-76.4302416, 44.2725324], [-76.4302192, 44.2725359], [-76.4292676, 44.272614], [-76.4289108, 44.2726451]], ""type"": ""LineString""}","44.2653569166974, -76.43705921822911"
2283,BERTRIM,PL,,BERTRIM PL,WORTHINGTON WAY,POWLEY GARDEN DR,P,,,2,2,0,0,0,2,2,LOCAL,PRIVATE,EVEN,,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,PL,Bertrim Pl,"{""coordinates"": [[-76.4944546, 44.260408], [-76.4952669, 44.2603415]], ""type"": ""LineString""}","44.26037475, -76.49486075"
2320,DAYLAN,AVE,,DAYLAN AVE,DAYLAN AVE,WESTERLY END,9C-ST,1633,1633,1682,1692,1629,1633,1682,1692,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Daylan Ave,"{""coordinates"": [[-76.4450713, 44.2934343], [-76.4451727, 44.2933946], [-76.4458567, 44.2930048]], ""type"": ""LineString""}","44.293225794570205, -76.44546698247859"
717,SEXTON,LANE,,SEXTON LANE,DATZELL LANE,CRAIG LANE,P,,,870,878,0,0,870,878,2,LOCAL,PRIVATE,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,LN,Sexton Lane,"{""coordinates"": [[-76.5924176, 44.2505846], [-76.5928795, 44.2506931]], ""type"": ""LineString""}","44.25063885, -76.59264855"
3126,DALGLEISH,AVE,,DALGLEISH AVE,FIELDSTONE DR,ROSE ABBEY DR,4C-R,68,98,71,97,68,98,69,97,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Dalgleish Ave,"{""coordinates"": [[-76.4517664, 44.2611965], [-76.4517398, 44.2612064], [-76.4517129, 44.2612156], [-76.4516855, 44.2612242], [-76.4516578, 44.2612322], [-76.4516297, 44.2612395], [-76.4516013, 44.2612461], [-76.4515726, 44.2612521], [-76.4515437, 44.2612575], [-76.4515145, 44.2612621], [-76.4514852, 44.2612661], [-76.4514556, 44.2612694], [-76.4495201, 44.261446]], ""type"": ""LineString""}","44.261341030763774, -76.45064694187833"
699,CARNABY,ST,,CARNABY ST,SUSSEX BLVD,FROST DR,33R,641,665,654,670,641,667,640,670,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Carnaby St,"{""coordinates"": [[-76.5949107, 44.2439284], [-76.5950733, 44.2437596], [-76.5950811, 44.243751], [-76.5950892, 44.2437426], [-76.5950977, 44.2437344], [-76.5951066, 44.2437265], [-76.5951159, 44.2437188], [-76.5951256, 44.2437113], [-76.5951356, 44.243704], [-76.595146, 44.243697], [-76.5951567, 44.2436903], [-76.5951677, 44.2436839], [-76.5951791, 44.2436777], [-76.5951907, 44.2436718], [-76.5952026, 44.2436662], [-76.5952147, 44.2436609], [-76.5952272, 44.2436559], [-76.5952398, 44.2436513], [-76.5952527, 44.2436469], [-76.5952657, 44.2436429], [-76.595279, 44.2436392], [-76.5952924, 44.2436359], [-76.595306, 44.2436328], [-76.5953197, 44.2436302], [-76.5953336, 44.2436278], [-76.5953475, 44.2436259], [-76.5953615, 44.2436242], [-76.5953756, 44.2436229], [-76.5969869, 44.2435727], [-76.5969915, 44.2435722], [-76.5969961, 44.2435718], [-76.5970007, 44.2435715], [-76.5970053, 44.2435714], [-76.5970099, 44.2435714], [-76.5970145, 44.2435715], [-76.5970191, 44.2435717], [-76.5970237, 44.243572], [-76.5970282, 44.2435724], [-76.5970328, 44.2435729], [-76.5970373, 44.2435736], [-76.5970418, 44.2435743], [-76.5970462, 44.2435752], [-76.5970506, 44.2435762], [-76.597055, 44.2435773], [-76.5970593, 44.2435785], [-76.5970635, 44.2435798], [-76.5970677, 44.2435812], [-76.5970718, 44.2435827], [-76.5970758, 44.2435844], [-76.5970797, 44.2435861], [-76.5970836, 44.2435879], [-76.5970874, 44.2435898], [-76.597091, 44.2435918], [-76.5970946, 44.2435939], [-76.5970981, 44.2435961], [-76.5971014, 44.2435983], [-76.5971047, 44.2436007], [-76.5971078, 44.2436031], [-76.5971109, 44.2436056], [-76.5971138, 44.2436082], [-76.5971165, 44.2436108], [-76.5971192, 44.2436135], [-76.5971217, 44.2436163], [-76.5971241, 44.2436191], [-76.5971263, 44.243622], [-76.5971284, 44.243625], [-76.5971304, 44.243628], [-76.5971322, 44.243631], [-76.5971338, 44.2436341], [-76.5971354, 44.2436372], [-76.5971367, 44.2436404], [-76.5971379, 44.2436436], [-76.597139, 44.2436468], [-76.5971399, 44.2436501], [-76.5971406, 44.2436533], [-76.5971412, 44.2436566], [-76.5971417, 44.2436599], [-76.5971419, 44.2436632], [-76.597178, 44.2441624]], ""type"": ""LineString""}","44.24368120284933, -76.59620247922554"
704,HELENA,PL,,HELENA PL,GLEN LAWRENCE CRES,CUL DE SAC,9C-R,4,6,1,5,2,6,1,5,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,PL,Helena Pl,"{""coordinates"": [[-76.4042536, 44.2486142], [-76.4046628, 44.249673]], ""type"": ""LineString""}","44.2491436, -76.4044582"
1194,RYAN,CRT,,RYAN CRT,HUMBERSIDE DR,HISTORIC WAY,32R,995,1007,996,1012,995,1007,996,1014,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Ryan Crt,"{""coordinates"": [[-76.608929, 44.2548873], [-76.6089698, 44.2557185]], ""type"": ""LineString""}","44.255302900000004, -76.6089494"
715,SEXTON,LANE,,SEXTON LANE,CRAIG LANE,WESTERLY END,P,,,880,900,0,0,880,900,2,LOCAL,PRIVATE,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,LN,Sexton Lane,"{""coordinates"": [[-76.5928795, 44.2506931], [-76.593225, 44.2507706]], ""type"": ""LineString""}","44.25073185, -76.59305225"
1304,REGENT,ST,,REGENT ST,CARRUTHERS AVE,SCOTT ST,25A,168,184,153,175,168,184,153,175,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Regent St,"{""coordinates"": [[-76.5090888, 44.235505], [-76.5091658, 44.2364738]], ""type"": ""LineString""}","44.2359894, -76.5091273"
60,PRINCESS MARY,AVE,,PRINCESS MARY AVE,SATELLITE DR,BYNG AVE,8C-R,15,17,4,6,15,17,4,6,2,LOCAL,FEDERAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Princess Mary Ave,"{""coordinates"": [[-76.4384341, 44.2394926], [-76.4383494, 44.2388972], [-76.4381542, 44.2375731]], ""type"": ""LineString""}","44.238532699592724, -76.43829518845065"
1092,MERCURY,CRES,,MERCURY CRES,CRAFTSMAN BLVD,CUL DE SAC,8C-B,11,11,,,1,11,2,12,2,LOCAL,FEDERAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Mercury Cres,"{""coordinates"": [[-76.4389384, 44.2421352], [-76.4345146, 44.242424], [-76.4339505, 44.2424266], [-76.4332174, 44.2423953], [-76.4326967, 44.242378], [-76.4319742, 44.2423774]], ""type"": ""LineString""}","44.24232336173105, -76.43545773157588"
509,RED PATCH,AVE,,RED PATCH AVE,BLUE BELL LANE,GIVENCHY ST,8C-R,4,4,,,2,4,1,5,2,LOCAL,FEDERAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Red Patch Ave,"{""coordinates"": [[-76.4533331, 44.2448144], [-76.4512011, 44.2449856]], ""type"": ""LineString""}","44.2449, -76.4522671"
2712,PINE,ST,,PINE ST,PATRICK ST,ST. CATHERINE ST,16R,2,12,1,9,2,12,1,9,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Pine St,"{""coordinates"": [[-76.4893415, 44.2400205], [-76.4903137, 44.2398885]], ""type"": ""LineString""}","44.239954499999996, -76.4898276"
271,KEENAN,DR,,KEENAN DR,WOODSIDE DR,IRVING CRT,32R,817,839,822,842,817,845,816,844,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Keenan Dr,"{""coordinates"": [[-76.5945903, 44.2530642], [-76.5941494, 44.253457], [-76.5941421, 44.2534647], [-76.5941352, 44.2534726], [-76.5941287, 44.2534806], [-76.5941226, 44.2534888], [-76.5941168, 44.2534971], [-76.5941114, 44.2535055], [-76.5941065, 44.2535141], [-76.5941019, 44.2535228], [-76.5940978, 44.2535316], [-76.5940941, 44.2535405], [-76.5940908, 44.2535495], [-76.5940879, 44.2535586], [-76.5940855, 44.2535677], [-76.5940835, 44.2535769], [-76.5940819, 44.2535861], [-76.5940808, 44.2535954], [-76.5940801, 44.2536046], [-76.5940798, 44.2536139], [-76.5941145, 44.2540937]], ""type"": ""LineString""}","44.25352748916307, -76.59422723755192"
